composition,cell,positions,numbers,entry_id,calculation_id,OQMD Formation energy (eV/atom),OQMD Hull distance (eV/atom),natoms,spacegroup
Ga3Cu10,"[[9.405517921, 0.0, 0.0], [-4.70275896, 8.145417455, 0.0], [0.0, 0.0, 4.233470073]]","[[0.589, 0.0231, 0.25], [0.126, 0.178, 0.25], [0.667, 0.333, 0.25], [0.434, 0.411, 0.25], [0.206, 0.488, 0.25], [0.977, 0.566, 0.25], [0.512, 0.718, 0.25], [0.282, 0.794, 0.25], [0.052, 0.874, 0.25], [0.822, 0.948, 0.25], [0.178, 0.052, 0.75], [0.948, 0.126, 0.75], [0.718, 0.206, 0.75], [0.488, 0.282, 0.75], [0.0231, 0.434, 0.75], [0.794, 0.512, 0.75], [0.566, 0.589, 0.75], [0.333, 0.667, 0.75], [0.874, 0.822, 0.75], [0.411, 0.977, 0.75], [0.363, 0.105, 0.25], [0.895, 0.258, 0.25], [0.742, 0.637, 0.25], [0.258, 0.363, 0.75], [0.105, 0.742, 0.75], [0.637, 0.895, 0.75]]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 31, 31, 31, 31, 31, 31]",2136430,5597449,-0.09672149692307713,0.0,26,P63/m
Ga7Cu10,"[[6.56667078, -5.603936762, 0.0], [6.56667078, 5.603936762, 0.0], [-0.180987298, 0.0, 6.418208002]]","[[0.882, 0.118, 0.0], [0.118, 0.882, 0.0], [0.648, 0.648, 0.111], [0.412, 0.183, 0.215], [0.183, 0.412, 0.215], [0.943, 0.943, 0.329], [0.99, 0.226, 0.348], [0.226, 0.99, 0.348], [0.711, 0.473, 0.432], [0.473, 0.711, 0.432], [0.5, 0.0, 0.5], [0.0, 0.5, 0.5], [0.527, 0.289, 0.568], [0.289, 0.527, 0.568], [0.774, 0.00985, 0.652], [0.00985, 0.774, 0.652], [0.0571, 0.0571, 0.671], [0.817, 0.588, 0.785], [0.588, 0.817, 0.785], [0.352, 0.352, 0.889], [0.834, 0.834, 0.00373], [0.884, 0.429, 0.103], [0.429, 0.884, 0.103], [0.466, 0.466, 0.214], [0.704, 0.16, 0.299], [0.16, 0.704, 0.299], [0.761, 0.761, 0.437], [0.239, 0.239, 0.563], [0.84, 0.296, 0.701], [0.296, 0.84, 0.701], [0.534, 0.534, 0.786], [0.571, 0.116, 0.897], [0.116, 0.571, 0.897], [0.166, 0.166, 0.996]]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31]",2136788,5601147,-0.11566908499999998,0.0,34,C2/m
Sb2Au,"[[6.750167, 0.0, 0.0], [0.0, 6.750167, 0.0], [0.0, 0.0, 6.750167]]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.0], [0.5, 0.0, 0.5], [0.0, 0.5, 0.5], [0.876, 0.376, 0.124], [0.624, 0.876, 0.124], [0.376, 0.376, 0.376], [0.124, 0.876, 0.376], [0.876, 0.124, 0.624], [0.624, 0.624, 0.624], [0.376, 0.124, 0.876], [0.124, 0.624, 0.876]]","[79, 79, 79, 79, 51, 51, 51, 51, 51, 51, 51, 51]",7245,150337,-0.0752408608333332,0.0,12,Pa-3
NiGe,"[[5.412744, 0.0, 0.0], [0.0, 3.458964, 0.0], [0.0, 0.0, 5.846348]]","[[0.31, 0.75, 0.0861], [0.81, 0.75, 0.414], [0.19, 0.25, 0.586], [0.69, 0.25, 0.914], [0.00633, 0.25, 0.19], [0.506, 0.25, 0.31], [0.494, 0.75, 0.69], [0.994, 0.75, 0.81]]","[32, 32, 32, 32, 28, 28, 28, 28]",646855,1262674,-0.314217431249999,0.0,8,Pnma
Ni2Ge,"[[5.136598, 0.0, 0.0], [0.0, 3.839572, 0.0], [0.0, 0.0, 7.266753]]","[[0.788, 0.25, 0.113], [0.288, 0.25, 0.387], [0.712, 0.75, 0.613], [0.212, 0.75, 0.887], [0.327, 0.25, 0.0603], [0.0421, 0.75, 0.208], [0.542, 0.75, 0.292], [0.827, 0.25, 0.44], [0.173, 0.75, 0.56], [0.458, 0.25, 0.708], [0.958, 0.25, 0.792], [0.673, 0.75, 0.94]]","[32, 32, 32, 32, 28, 28, 28, 28, 28, 28, 28, 28]",647286,1265026,-0.319129765,0.0,12,Pnma
Ni5Ge3,"[[3.875409, 0.0, 5.051708], [1.997241, 3.378899, -5.04231], [-1.997241, 3.378899, 5.04231]]","[[0.0, 0.0213, 0.0213], [0.801, 0.505, 0.198], [0.295, 0.633, 0.336], [0.199, 0.198, 0.505], [0.705, 0.336, 0.633], [0.5, 0.804, 0.804], [0.658, 0.66, 0.00451], [0.395, 0.251, 0.106], [0.173, 0.831, 0.174], [0.605, 0.106, 0.251], [0.76, 0.92, 0.411], [0.901, 0.738, 0.587], [0.342, 0.00451, 0.66], [0.0989, 0.587, 0.738], [0.827, 0.174, 0.831], [0.24, 0.411, 0.92]]","[32, 32, 32, 32, 32, 32, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]",647287,1265032,-0.324977140625,0.0,16,C2
Ni3Ge,"[[5.056428, 0.0, 0.0], [-0.011596, 5.056414, 0.0], [-2.522416, -2.528207, 3.582174]]","[[0.25, 0.25, 0.0], [0.75, 0.75, 0.0], [0.748, 0.252, 0.0], [0.252, 0.748, 0.0], [0.248, 0.248, 0.497], [0.25, 0.75, 0.5], [0.75, 0.25, 0.5], [0.752, 0.752, 0.503]]","[32, 32, 28, 28, 28, 28, 28, 28]",1794938,4613406,-0.30118535874999974,0.0,8,Fmmm
Ni124Ge,"[[6.220282808, 3.591281954, 10.15767929], [-6.220282808, 3.591281954, 10.15767929], [0.0, -7.182563907, 10.15767929]]","[[0.0, 0.0, 0.0], [0.201, 0.0, 0.0], [0.4, 0.0, 0.0], [0.6, 0.0, 0.0], [0.799, 0.0, 0.0], [0.2, 0.2, 0.0], [0.6, 0.2, 0.0], [0.4, 0.2, 0.0], [0.799, 0.201, 0.0], [0.0, 0.201, 0.0], [0.4, 0.4, 0.0], [0.2, 0.4, 0.0], [0.8, 0.4, 0.0], [0.6, 0.4, 0.0], [0.0, 0.4, 0.0], [0.0, 0.6, 0.0], [0.4, 0.6, 0.0], [0.2, 0.6, 0.0], [0.6, 0.6, 0.0], [0.8, 0.6, 0.0], [0.0, 0.799, 0.0], [0.201, 0.799, 0.0], [0.6, 0.8, 0.0], [0.8, 0.8, 0.0], [0.4, 0.8, 0.0], [0.8, 0.6, 0.2], [0.6, 0.8, 0.2], [0.8, 0.4, 0.2], [0.4, 0.8, 0.2], [0.6, 0.4, 0.2], [0.4, 0.6, 0.2], [0.4, 0.2, 0.2], [0.2, 0.4, 0.2], [0.2, 0.2, 0.2], [0.6, 0.6, 0.2], [0.6, 0.2, 0.2], [0.2, 0.6, 0.2], [0.6, 0.0, 0.2], [0.0, 0.6, 0.2], [0.2, 0.0, 0.2], [0.0, 0.2, 0.2], [0.4, 0.4, 0.2], [0.4, 0.0, 0.2], [0.0, 0.4, 0.2], [0.8, 0.8, 0.2], [0.2, 0.8, 0.2], [0.8, 0.2, 0.2], [0.799, 0.0, 0.201], [0.0, 0.799, 0.201], [0.0, 0.0, 0.201], [0.2, 0.0, 0.4], [0.4, 0.0, 0.4], [0.0, 0.2, 0.4], [0.0, 0.4, 0.4], [0.2, 0.4, 0.4], [0.4, 0.2, 0.4], [0.6, 0.6, 0.4], [0.6, 0.4, 0.4], [0.4, 0.6, 0.4], [0.8, 0.4, 0.4], [0.4, 0.8, 0.4], [0.4, 0.4, 0.4], [0.8, 0.6, 0.4], [0.6, 0.8, 0.4], [0.2, 0.8, 0.4], [0.6, 0.2, 0.4], [0.8, 0.2, 0.4], [0.2, 0.6, 0.4], [0.2, 0.2, 0.4], [0.8, 0.8, 0.4], [0.8, 0.0, 0.4], [0.0, 0.8, 0.4], [0.0, 0.6, 0.4], [0.6, 0.0, 0.4], [0.0, 0.0, 0.4], [0.0, 0.0, 0.6], [0.0, 0.4, 0.6], [0.4, 0.0, 0.6], [0.2, 0.0, 0.6], [0.0, 0.2, 0.6], [0.2, 0.2, 0.6], [0.8, 0.8, 0.6], [0.8, 0.2, 0.6], [0.8, 0.4, 0.6], [0.2, 0.8, 0.6], [0.4, 0.8, 0.6], [0.4, 0.2, 0.6], [0.2, 0.4, 0.6], [0.6, 0.6, 0.6], [0.6, 0.2, 0.6], [0.2, 0.6, 0.6], [0.6, 0.4, 0.6], [0.4, 0.6, 0.6], [0.4, 0.4, 0.6], [0.6, 0.0, 0.6], [0.6, 0.8, 0.6], [0.8, 0.0, 0.6], [0.8, 0.6, 0.6], [0.0, 0.6, 0.6], [0.0, 0.8, 0.6], [0.0, 0.0, 0.799], [0.201, 0.0, 0.799], [0.0, 0.201, 0.799], [0.8, 0.2, 0.8], [0.2, 0.8, 0.8], [0.2, 0.2, 0.8], [0.6, 0.0, 0.8], [0.0, 0.6, 0.8], [0.6, 0.6, 0.8], [0.4, 0.0, 0.8], [0.8, 0.0, 0.8], [0.0, 0.4, 0.8], [0.0, 0.8, 0.8], [0.8, 0.4, 0.8], [0.4, 0.8, 0.8], [0.4, 0.4, 0.8], [0.8, 0.6, 0.8], [0.6, 0.8, 0.8], [0.8, 0.8, 0.8], [0.6, 0.2, 0.8], [0.6, 0.4, 0.8], [0.2, 0.6, 0.8], [0.4, 0.6, 0.8], [0.4, 0.2, 0.8], [0.2, 0.4, 0.8]]","[32, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28, 28]",2070072,5292731,-0.010861164599999938,0.0,125,R-3m
PIr2,"[[2.795117, -2.795117, 0.0], [-2.795117, 0.0, -2.795117], [2.795117, 2.795117, 0.0]]","[[0.75, 0.5, 0.25], [0.25, 0.5, 0.75], [0.0, 0.0, 0.0]]","[77, 77, 15]",30622,8071,-0.484764012986646,0.0,3,Fm-3m
P3Ir,"[[-4.038098, 4.038098, 4.038098], [-4.038098, -4.038098, -4.038098], [4.038098, -4.038098, 4.038098]]","[[0.5, 0.0, 0.0], [0.0, 0.5, 0.0], [0.0, 0.0, 0.5], [0.5, 0.5, 0.5], [0.354, 0.494, 0.139], [0.646, 0.785, 0.139], [0.861, 0.354, 0.215], [0.494, 0.139, 0.354], [0.215, 0.861, 0.354], [0.139, 0.354, 0.494], [0.861, 0.646, 0.506], [0.785, 0.139, 0.646], [0.506, 0.861, 0.646], [0.139, 0.646, 0.785], [0.354, 0.215, 0.861], [0.646, 0.506, 0.861]]","[77, 77, 77, 77, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",4399,1151679,-0.833710551094953,0.0,16,Im-3
P2Ir,"[[5.783367, 0.0, 0.134243], [0.0, 5.834038, 0.0], [-2.26785, 0.0, 5.443558]]","[[0.728, 0.501, 0.208], [0.272, 0.000735, 0.292], [0.728, 0.999, 0.708], [0.272, 0.499, 0.792], [0.842, 0.119, 0.128], [0.334, 0.377, 0.19], [0.666, 0.877, 0.31], [0.158, 0.619, 0.372], [0.842, 0.381, 0.628], [0.334, 0.123, 0.69], [0.666, 0.623, 0.81], [0.158, 0.881, 0.872]]","[77, 77, 77, 77, 15, 15, 15, 15, 15, 15, 15, 15]",114766,1276390,-0.884344667639959,0.0,12,P21/c
AsRh2,"[[2.864567, -2.864567, 0.0], [-2.864567, 0.0, -2.864567], [2.864567, 2.864567, 0.0]]","[[0.0, 0.0, 0.0], [0.75, 0.5, 0.25], [0.25, 0.5, 0.75]]","[33, 45, 45]",8061,8514,-0.477525758333333,0.0,3,Fm-3m
As3Rh,"[[-4.277534, 4.277534, 4.277534], [-4.277534, -4.277534, -4.277534], [4.277534, -4.277534, 4.277534]]","[[0.348, 0.495, 0.147], [0.652, 0.798, 0.147], [0.853, 0.348, 0.202], [0.202, 0.853, 0.348], [0.495, 0.147, 0.348], [0.147, 0.348, 0.495], [0.853, 0.652, 0.505], [0.505, 0.853, 0.652], [0.798, 0.147, 0.652], [0.147, 0.652, 0.798], [0.348, 0.202, 0.853], [0.652, 0.505, 0.853], [0.5, 0.0, 0.0], [0.0, 0.5, 0.0], [0.0, 0.0, 0.5], [0.5, 0.5, 0.5]]","[33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 33, 45, 45, 45, 45]",6417,1226752,-0.4426236,0.0,16,Im-3
As2Rh,"[[6.130395, 0.0, 0.010441], [0.0, 6.143595, 0.0], [-2.588499, 0.0, 5.655552]]","[[0.844, 0.129, 0.13], [0.339, 0.37, 0.183], [0.661, 0.87, 0.317], [0.156, 0.629, 0.37], [0.844, 0.371, 0.63], [0.339, 0.13, 0.683], [0.661, 0.63, 0.817], [0.156, 0.871, 0.87], [0.728, 0.5, 0.211], [0.272, 9.77e-05, 0.289], [0.728, -9.85e-05, 0.711], [0.272, 0.5, 0.789]]","[33, 33, 33, 33, 33, 33, 33, 33, 45, 45, 45, 45]",659513,1280010,-0.511547965833334,0.0,12,P21/c
IrRh,"[[4.514871055, -1.358987178, 0.0], [4.514871055, 1.358987178, 0.0], [-0.811109144, 0.0, 4.648233457]]","[[0.873, 0.873, 0.122], [0.127, 0.127, 0.878], [0.623, 0.623, 0.374], [0.377, 0.377, 0.626]]","[77, 77, 45, 45]",1482694,3826622,-0.027607299999999668,0.0,4,C2/m
IrRh8,"[[-4.065661315, 4.065661315, 1.914637575], [4.065661315, -4.065661315, 1.914637575], [4.065661315, 4.065661315, -1.914637575]]","[[0.0, 0.0, 0.0], [0.665, 0.335, 0.0], [0.335, 0.665, 0.0], [0.665, 0.665, 0.33], [0.333, 0.0, 0.333], [0.0, 0.333, 0.333], [0.667, 0.0, 0.667], [0.0, 0.667, 0.667], [0.335, 0.335, 0.67]]","[77, 45, 45, 45, 45, 45, 45, 45, 45]",1984872,5009369,-0.009048063333333781,0.0,9,I4/mmm
Ir8Rh,"[[-4.100564039, 4.100564039, 1.936882356], [4.100564039, -4.100564039, 1.936882356], [4.100564039, 4.100564039, -1.936882356]]","[[0.668, 0.332, 0.0], [0.332, 0.668, 0.0], [0.334, 0.0, 0.334], [0.0, 0.334, 0.334], [0.668, 0.668, 0.336], [0.332, 0.332, 0.664], [0.666, 0.0, 0.666], [0.0, 0.666, 0.666], [0.0, 0.0, 0.0]]","[77, 77, 77, 77, 77, 77, 77, 77, 45]",2131755,5579786,-0.010538831111111967,0.0,9,I4/mmm
Ir7Rh2,"[[5.796667532, -1.929941196, 0.0], [5.796667532, 1.929941196, 0.0], [-5.795971048, 0.0, 5.799005501]]","[[0.335, 0.335, 0.00313], [0.00209, 0.00209, 0.0033], [0.998, 0.998, 0.33], [0.665, 0.665, 0.33], [0.334, 0.334, 0.334], [0.0, 0.0, 0.667], [0.667, 0.667, 1.0], [0.665, 0.665, 0.667], [0.335, 0.335, 0.667]]","[77, 77, 77, 77, 77, 77, 77, 45, 45]",2131793,5579855,-0.015666096666666678,0.0,9,Cm
As8Ir3Rh,"[[6.137028811, 0.0, 0.0], [-0.000915862, 6.147218828, 0.0], [-2.461177925, -0.002377371, 5.732120653]]","[[0.846, 0.872, 0.127], [0.335, 0.631, 0.182], [0.661, 0.129, 0.317], [0.151, 0.373, 0.373], [0.846, 0.627, 0.626], [0.341, 0.871, 0.684], [0.662, 0.37, 0.815], [0.158, 0.127, 0.875], [0.725, 0.5, 0.208], [0.73, 1.0, 0.71], [0.273, 0.501, 0.791], [0.272, 0.00044, 0.292]]","[33, 33, 33, 33, 33, 33, 33, 33, 77, 77, 77, 45]",2149770,5645209,-0.48805474583333347,0.0,12,P1
MoP,"[[3.241334, 0.0, 0.0], [-1.620667, 2.807257, 0.0], [0.0, 0.0, 3.195054]]","[[0.0, 0.0, 0.0], [0.333, 0.667, 0.5]]","[42, 15]",13741,7162,-0.78123161947997,0.0,2,P-6m2
MoP2,"[[3.158049, 0.0, 0.0], [0.0, 0.0, 5.002671], [1.579025, -5.6125, 0.0]]","[[0.907, 0.5, 0.186], [0.0929, 0.000134, 0.814], [0.43, 0.119, 0.14], [0.298, 0.802, 0.404], [0.702, 0.302, 0.596], [0.57, 0.619, 0.86]]","[42, 42, 15, 15, 15, 15]",6882,19058,-0.685067019306625,0.0,6,Cmc21
MoP4,"[[5.33652, 0.0, -0.004286], [-2.065018, 0.0, 5.47085], [2.66826, -5.601608, -0.002143]]","[[0.941, 0.75, 0.118], [0.059, 0.25, 0.882], [0.185, 0.184, 0.189], [0.627, 0.316, 0.189], [0.0553, 0.689, 0.444], [0.501, 0.811, 0.444], [0.499, 0.189, 0.556], [0.945, 0.311, 0.556], [0.373, 0.684, 0.811], [0.815, 0.816, 0.811]]","[42, 42, 15, 15, 15, 15, 15, 15, 15, 15]",17711,145203,-0.53285090816795,0.0,10,C2/c
LuP5,"[[4.890587, 0.0, -0.002521], [0.0, 9.311934, 0.0], [-1.155729, 0.0, 5.163714]]","[[0.00335, 0.25, 0.349], [0.997, 0.75, 0.651], [0.381, 0.593, 0.0411], [0.381, 0.907, 0.0411], [0.73, 0.75, 0.108], [0.281, 0.529, 0.405], [0.281, 0.971, 0.405], [0.719, 0.029, 0.595], [0.719, 0.471, 0.595], [0.27, 0.25, 0.892], [0.619, 0.0935, 0.959], [0.619, 0.407, 0.959]]","[71, 71, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",24981,160626,-0.714858141633281,0.0,12,P21/m
LuP,"[[1.957093, 1.129928, 3.19677], [-1.957093, 1.129928, 3.19677], [0.0, -2.259856, 3.19677]]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[71, 15]",327576,847723,-1.71125017697997,0.0,2,R-3m
Mo3P,"[[0.0, 0.0, -4.843727], [-4.92029, -4.92029, -2.421863], [-4.92029, 4.92029, 2.421863]]","[[0.14, 0.185, 0.0], [0.531, 0.402, 0.0], [0.933, 0.598, 0.0], [0.325, 0.815, 0.0], [0.86, 0.0, 0.185], [0.355, 0.645, 0.355], [0.0, 0.355, 0.355], [0.469, 0.0, 0.402], [0.0672, 0.0, 0.598], [0.645, 0.355, 0.645], [0.0, 0.645, 0.645], [0.675, 0.0, 0.815], [0.5, 0.292, 0.292], [0.792, 0.708, 0.292], [0.5, 0.708, 0.708], [0.208, 0.292, 0.708]]","[42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 42, 15, 15, 15, 15]",8015,1226733,-0.411031367239984,0.0,16,I-42m
IrRu5,"[[4.722335743, 0.0, 0.0], [-2.361167871, 4.089662718, 0.0], [0.0, 0.0, 4.299535629]]","[[0.0, 0.0, 0.0], [0.667, 0.333, 0.0], [0.333, 0.667, 0.0], [0.666, 0.0, 0.5], [0.334, 0.334, 0.5], [0.0, 0.666, 0.5]]","[77, 44, 44, 44, 44, 44]",2131605,5579423,-0.03572979333333256,0.0,6,P-62m
Ir3Ru5,"[[4.327360058, 0.0, 0.0], [0.0, 2.731071738, 4.735029513], [0.0, -2.731071738, 4.735029513]]","[[0.0, 0.166, 0.166], [0.5, 0.334, 0.334], [0.0, 0.667, 0.667], [0.0, 0.668, 0.166], [0.5, 0.833, 0.333], [0.0, 0.166, 0.668], [0.5, 0.333, 0.833], [0.5, 0.834, 0.834]]","[77, 77, 77, 44, 44, 44, 44, 44]",2131712,5579680,-0.053002993750000726,0.0,8,Amm2
Re4Si7,"[[0.0, 3.156041, 0.0], [0.406151, 0.0, -8.327826], [-11.631612, -1.57802, 0.005448]]","[[0.602, 0.633, 0.203], [0.102, 0.15, 0.203], [0.726, 0.52, 0.451], [0.231, 0.0304, 0.463], [0.348, 0.891, 0.695], [0.851, 0.411, 0.701], [0.976, 0.284, 0.953], [0.477, 0.776, 0.954], [0.00439, 0.999, 0.00878], [0.0192, 0.578, 0.0383], [0.558, 0.344, 0.116], [0.586, 0.919, 0.172], [0.144, 0.439, 0.289], [0.173, 0.766, 0.347], [0.684, 0.212, 0.368], [0.765, 0.816, 0.53], [0.27, 0.315, 0.54], [0.31, 0.606, 0.619], [0.817, 0.111, 0.635], [0.895, 0.706, 0.79], [0.422, 0.103, 0.844], [0.432, 0.476, 0.864]]","[75, 75, 75, 75, 75, 75, 75, 75, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]",654059,1321346,-0.408301923181818,0.0,22,Cm
Re2Si,"[[5.734301, 0.0, 0.0], [0.0, 2.925293, 0.0], [0.0, 0.0, 9.996048]]","[[0.836, 0.0, 0.0645], [0.135, 0.5, 0.219], [0.635, 0.5, 0.281], [0.336, 0.0, 0.435], [0.664, 0.5, 0.565], [0.365, 0.0, 0.719], [0.865, 0.0, 0.781], [0.164, 0.5, 0.935], [0.411, 0.0, 0.101], [0.911, 0.0, 0.399], [0.0895, 0.5, 0.601], [0.589, 0.5, 0.899]]","[75, 75, 75, 75, 75, 75, 75, 75, 14, 14, 14, 14]",1800633,4632173,-0.22733325083333375,0.0,12,Pnma
V3Si,"[[4.681076, 0.0, 0.0], [0.0, 4.681076, 0.0], [0.0, 0.0, 4.681076]]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.5], [0.5, 0.25, 0.0], [0.5, 0.75, 0.0], [0.0, 0.5, 0.25], [0.25, 0.0, 0.5], [0.75, 0.0, 0.5], [0.0, 0.5, 0.75]]","[14, 14, 23, 23, 23, 23, 23, 23]",4182,28120,-0.46975583375,0.0,8,Pm-3n
VSi2,"[[4.559906, 0.0, 0.0], [-2.279953, 3.948995, 0.0], [0.0, 0.0, 6.358746]]","[[0.163, 0.325, 0.0], [0.837, 0.675, 0.0], [0.325, 0.163, 0.333], [0.675, 0.837, 0.333], [0.837, 0.163, 0.667], [0.163, 0.837, 0.667], [0.5, 0.0, 0.0], [1.0, 0.5, 0.333], [0.5, 0.5, 0.667]]","[14, 14, 14, 14, 14, 14, 23, 23, 23]",16520,54409,-0.476292841111111,0.0,9,P6422
V5Si3,"[[0.0, 0.0, -4.708149], [-4.690797, -4.690797, 2.354074], [-4.690797, 4.690797, -2.354074]]","[[0.25, 0.0, 0.0], [0.75, 0.0, 0.0], [0.166, 0.5, 0.168], [0.334, 0.168, 0.5], [0.666, 0.832, 0.5], [0.834, 0.5, 0.832], [0.774, 0.7, 0.151], [0.575, 0.3, 0.151], [0.274, 0.849, 0.3], [0.925, 0.151, 0.3], [0.25, 0.5, 0.5], [0.75, 0.5, 0.5], [0.726, 0.151, 0.7], [0.0745, 0.849, 0.7], [0.226, 0.3, 0.849], [0.425, 0.7, 0.849]]","[14, 14, 14, 14, 14, 14, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23]",31069,1227803,-0.571838643124999,0.0,16,I4/mcm
V13Si3,"[[4.668683898, 0.0, 0.0], [0.0, 4.733650444, 0.0], [0.0, 0.0, 9.352775764]]","[[0.0, 0.5, 0.0], [0.5, 0.0, 0.249], [0.5, 0.0, 0.751], [0.243, 0.0, 0.0], [0.757, 0.0, 0.0], [0.5, 0.5, 0.127], [0.0, 0.253, 0.25], [0.0, 0.747, 0.25], [0.5, 0.5, 0.375], [0.246, 0.0, 0.5], [0.754, 0.0, 0.5], [0.0, 0.5, 0.5], [0.5, 0.5, 0.625], [0.0, 0.253, 0.75], [0.0, 0.747, 0.75], [0.5, 0.5, 0.873]]","[14, 14, 14, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23, 23]",2132125,5580873,-0.36059804906249937,0.0,16,Pmmm
HfSi2,"[[0.0, 0.0, 3.657014], [3.682459, 0.0, 0.0], [1.84123, 7.286658, 0.0]]","[[0.25, 0.895, 0.211], [0.75, 0.105, 0.789], [0.75, 0.446, 0.109], [0.25, 0.25, 0.499], [0.75, 0.75, 0.501], [0.25, 0.554, 0.891]]","[72, 72, 14, 14, 14, 14]",3542,16940,-0.567212625,0.0,6,Cmcm
LuSi,"[[0.0, 0.0, 3.759775], [4.170443, 0.0, 0.0], [2.085222, 5.144354, 0.0]]","[[0.25, 0.859, 0.282], [0.75, 0.141, 0.718], [0.75, 0.421, 0.157], [0.25, 0.579, 0.843]]","[71, 71, 14, 14]",31331,147873,-0.7962716425,0.0,4,Cmcm
Lu5Si3,"[[8.233125, 6e-06, 0.0], [-4.116557, 7.130099, 0.0], [0.0, 0.0, 6.168149]]","[[0.667, 0.333, 0.0], [0.333, 0.667, 0.0], [0.758, 0.758, 0.25], [0.242, 1.0, 0.25], [1.0, 0.242, 0.25], [0.667, 0.333, 0.5], [0.333, 0.667, 0.5], [0.242, 0.242, 0.75], [0.758, 7.65e-07, 0.75], [5.27e-07, 0.758, 0.75], [0.605, 8.93e-07, 0.25], [8.96e-07, 0.605, 0.25], [0.395, 0.395, 0.25], [0.395, 1.0, 0.75], [1.0, 0.395, 0.75], [0.605, 0.605, 0.75]]","[71, 71, 71, 71, 71, 71, 71, 71, 71, 71, 14, 14, 14, 14, 14, 14]",31330,1227865,-0.703424890625,0.0,16,P63/mcm
HfSi,"[[6.898709, 0.0, 0.0], [0.0, 3.783586, 0.0], [0.0, 0.0, 5.244173]]","[[0.175, 0.25, 0.126], [0.675, 0.25, 0.374], [0.325, 0.75, 0.626], [0.825, 0.75, 0.874], [0.457, 0.75, 0.14], [0.957, 0.75, 0.36], [0.0433, 0.25, 0.64], [0.543, 0.25, 0.86]]","[72, 72, 72, 72, 14, 14, 14, 14]",647082,1263932,-0.8201266,0.0,8,Pnma
Hf3Si2,"[[7.02757, 0.0, 0.0], [0.0, 7.02757, 0.0], [0.0, 0.0, 3.65963]]","[[0.0, 0.0, 0.0], [0.5, 0.5, 0.0], [0.327, 0.173, 0.5], [0.827, 0.327, 0.5], [0.173, 0.673, 0.5], [0.673, 0.827, 0.5], [0.624, 0.124, 0.0], [0.124, 0.376, 0.0], [0.876, 0.624, 0.0], [0.376, 0.876, 0.0]]","[72, 72, 72, 72, 72, 72, 14, 14, 14, 14]",647083,1263938,-0.801175575000001,0.0,10,P4/mbm
Lu3Si5,"[[6.457587, 0.0, 0.0], [0.0, 4.085867, 0.0], [-3.228793, 0.0, 5.592481]]","[[0.644, 0.0, 0.0], [0.356, 0.0, 0.356], [0.0, 0.0, 0.644], [0.258, 0.5, 0.0], [0.0, 0.5, 0.258], [0.667, 0.5, 0.333], [0.333, 0.5, 0.667], [0.742, 0.5, 0.742]]","[71, 71, 71, 14, 14, 14, 14, 14]",1795309,4613448,-0.6157106949999998,0.0,8,P-62m
